,item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type,clean_description,clean_tags,clean_category,clean_features,semantic_features
203,204,Nazlina Spice Station,"Cultural cooking school offering lessons in Malay, Indian & Nyonya cuisine in George Town.","cooking, heritage food, workshop, penang",Food & Culinary,George Town,Penang,50,150,9:00 AMâ€“3:00 PM,Daily,Not mentioned,4.6,HO201,Nazlina Spice Station,016-777 9988,Chef Nazlina runs classes in her heritage home.,9:00:00,15:00:00,Paid,cultural cooking school offering lesson malay indian nyonya cuisine george town,cooking heritage food workshop penang,food culinary,cultural cooking school offering lesson malay indian nyonya cuisine george town cooking heritage food workshop penang cooking heritage food workshop penang cooking heritage food workshop penang food culinary food culinary ,cultural cooking school offering lesson malay indian nyonya cuisine george town cooking heritage food workshop penang food culinary
204,205,Mypintu Plate,Contemporary Penang eatery serving fusion of local flavors with modern presentation.,"food, local cuisine, fusion, penang",Food & Culinary,George Town,Penang,12,45,11:00 AMâ€“10:00 PM,Daily,Not mentioned,4.4,HO202,MyPintu Plate,019-344 5678,Trendy cafÃ© in George Town.,11:00:00,22:00:00,Paid,contemporary penang eatery serving fusion local flavor modern presentation,food local cuisine fusion penang,food culinary,contemporary penang eatery serving fusion local flavor modern presentation food local cuisine fusion penang food local cuisine fusion penang food local cuisine fusion penang food culinary food culinary ,contemporary penang eatery serving fusion local flavor modern presentation food local cuisine fusion penang food culinary
205,206,"Historical, Heritage & Cultural Walks George Town","Guided walking tours exploring George Townâ€™s history, murals and architecture.","heritage, walking tour, history, penang",Culture & Heritage,George Town,Penang,25,80,9:00 AMâ€“5:00 PM,Daily,Not mentioned,4.8,HO203,Penang Heritage Walks,014-221 3331,Small group tours.,9:00:00,17:00:00,Paid,guided walking tour exploring george town history mural architecture,heritage walking tour history penang,culture heritage,guided walking tour exploring george town history mural architecture heritage walking tour history penang heritage walking tour history penang heritage walking tour history penang culture heritage culture heritage ,guided walking tour exploring george town history mural architecture heritage walking tour history penang culture heritage
206,207,Chillax Paddy Field Sunset Biking,Cycling tour through Balik Pulauâ€™s paddy fields at sunset for scenic views and relaxation.,"cycling, nature, outdoor, penang",Nature & Eco,Balik Pulau,Penang,45,120,4:30 PMâ€“7:30 PM,Daily,Not mentioned,4.5,HO204,Chillax Tours,012-900 4450,Includes bike hire & guide.,16:30:00,19:30:00,Paid,cycling tour balik pulaus paddy field sunset scenic view relaxation,cycling nature outdoor penang,nature eco,cycling tour balik pulaus paddy field sunset scenic view relaxation cycling nature outdoor penang cycling nature outdoor penang cycling nature outdoor penang nature eco nature eco ,cycling tour balik pulaus paddy field sunset scenic view relaxation cycling nature outdoor penang nature eco
207,208,Penang Street Art,Iconic murals and installations across George Town reflecting vibrant urban culture.,"art, heritage, mural, penang",Arts & Crafts,George Town,Penang,0,0,24 Hours,Daily,Not mentioned,4.9,HO205,Penang Street Art Walk,017-556 7766,Free to view; self-guided.,,,Free / Not mentioned,iconic mural installation across george town reflecting vibrant urban culture,art heritage mural penang,art craft,iconic mural installation across george town reflecting vibrant urban culture art heritage mural penang art heritage mural penang art heritage mural penang art craft art craft ,iconic mural installation across george town reflecting vibrant urban culture art heritage mural penang art craft
208,209,Jeruk Madu Pak Ali,Famous local brand producing preserved sweet & tangy fruits using traditional methods.,"jeruk, local product, snack, penang",Food & Culinary,George Town,Penang,8,35,10:00 AMâ€“6:00 PM,Daily,Not mentioned,4.3,HO206,Pak Ali Jeruk,018-345 2212,Known for mango jeruk.,10:00:00,18:00:00,Paid,famous local brand producing preserved sweet tangy fruit using traditional method,jeruk local product snack penang,food culinary,famous local brand producing preserved sweet tangy fruit using traditional method jeruk local product snack penang jeruk local product snack penang jeruk local product snack penang food culinary food culinary ,famous local brand producing preserved sweet tangy fruit using traditional method jeruk local product snack penang food culinary
209,210,Pasembur King (Hussain),"Renowned hawker stall offering Penangâ€™s signature pasembur â€“ shredded veg, seafood and spicy sauce.","pasembur, food, streetfood, penang",Food & Culinary,George Town,Penang,6,12,12:00 PMâ€“9:00 PM,Daily,Not mentioned,4.7,HO207,Pasembur King Hussain,012-674 5588,Queue often forms at lunch.,12:00:00,21:00:00,Paid,renowned hawker stall offering penangs signature pasembur shredded veg seafood spicy sauce,pasembur food streetfood penang,food culinary,renowned hawker stall offering penangs signature pasembur shredded veg seafood spicy sauce pasembur food streetfood penang pasembur food streetfood penang pasembur food streetfood penang food culinary food culinary ,renowned hawker stall offering penangs signature pasembur shredded veg seafood spicy sauce pasembur food streetfood penang food culinary
210,211,Gani Famous Pasembur,Popular stall at Gurney Drive for authentic pasembur with wide seafood selection.,"pasembur, local food, hawker, penang",Food & Culinary,Gurney Drive,Penang,7,15,12:00 PMâ€“10:00 PM,Daily,Not mentioned,4.6,HO208,Gani Pasembur,019-221 3344,Family-run.,12:00:00,22:00:00,Paid,popular stall gurney drive authentic pasembur wide seafood selection,pasembur local food hawker penang,food culinary,popular stall gurney drive authentic pasembur wide seafood selection pasembur local food hawker penang pasembur local food hawker penang pasembur local food hawker penang food culinary food culinary ,popular stall gurney drive authentic pasembur wide seafood selection pasembur local food hawker penang food culinary
211,212,Kareem Pasembur Rojak,Long-standing family business in Penang serving pasembur and rojak with homemade sauce.,"pasembur, rojak, streetfood, penang",Food & Culinary,George Town,Penang,5,14,11:00 AMâ€“8:00 PM,Daily,Not mentioned,4.4,HO209,Kareem Rojak,017-299 8877,Popular evening spot.,11:00:00,20:00:00,Paid,longstanding family business penang serving pasembur rojak homemade sauce,pasembur rojak streetfood penang,food culinary,longstanding family business penang serving pasembur rojak homemade sauce pasembur rojak streetfood penang pasembur rojak streetfood penang pasembur rojak streetfood penang food culinary food culinary ,longstanding family business penang serving pasembur rojak homemade sauce pasembur rojak streetfood penang food culinary
212,213,Mie Wau Sering,A local craftsman producing traditional Kelantanese wau (kites) in various intricate designs and colors.,"wau, craft, culture, kelantan",Arts & Crafts,Tumpat,Kelantan,15,200,9.00 AM â€“ 6.00 PM,Daily,Not mentioned,4.8,HO210,Encik Mie,017-456 3289,"Located near Kampung Sering, open for demonstrations and custom kite orders.",,,Paid,local craftsman producing traditional kelantanese wau kite various intricate design color,wau craft culture kelantan,art craft,local craftsman producing traditional kelantanese wau kite various intricate design color wau craft culture kelantan wau craft culture kelantan wau craft culture kelantan art craft art craft ,local craftsman producing traditional kelantanese wau kite various intricate design color wau craft culture kelantan art craft
213,214,Maskamal Batik & Trading,"Local batik producer offering hand-drawn and stamped batik textiles, reflecting Kelantanâ€™s vibrant batik heritage.","batik, textile, craft, kelantan",Arts & Crafts,Kota Bharu,Kelantan,25,250,9.00 AM â€“ 6.00 PM,Daily,Not mentioned,5,HO211,Puan Mas Kamal,013-792 4405,Offers batik-making workshops and retail batik products.,,,Paid,local batik producer offering handdrawn stamped batik textile reflecting kelantans vibrant batik heritage,batik textile craft kelantan,art craft,local batik producer offering handdrawn stamped batik textile reflecting kelantans vibrant batik heritage batik textile craft kelantan batik textile craft kelantan batik textile craft kelantan art craft art craft ,local batik producer offering handdrawn stamped batik textile reflecting kelantans vibrant batik heritage batik textile craft kelantan art craft
214,215,Kalimi Wau Bulan,"Workshop specializing in the making of traditional Wau Bulan, an iconic cultural symbol of Kelantan.","wau bulan, heritage craft, kelantan",Arts & Crafts,Kota Bharu,Kelantan,20,180,10.00 AM â€“ 5.00 PM,Monday â€“ Saturday,Sunday,4.9,HO212,Pak Kalimi,019-833 1240,Visitors can watch live wau-making sessions and purchase handcrafted pieces.,,,Paid,workshop specializing making traditional wau bulan iconic cultural symbol kelantan,wau bulan heritage craft kelantan,art craft,workshop specializing making traditional wau bulan iconic cultural symbol kelantan wau bulan heritage craft kelantan wau bulan heritage craft kelantan wau bulan heritage craft kelantan art craft art craft ,workshop specializing making traditional wau bulan iconic cultural symbol kelantan wau bulan heritage craft kelantan art craft
215,216,Kampung Laut Cultural Heritage Site,"Historical and cultural site featuring traditional Malay architecture, showcasing the heritage of Kelantanâ€™s old settlement.","heritage, culture, architecture, kelantan",Culture & Heritage,Wakaf Bharu,Kelantan,0,1,8.00 AM - 5.00 PM,Daily,Friday â€“ Saturday,4.7,HO213,Laman Warisan Kampung Laut,Not Provided,https://www.facebook.com/kampunglautkelantan/,,,Free / Not mentioned,historical cultural site featuring traditional malay architecture showcasing heritage kelantans old settlement,heritage culture architecture kelantan,culture heritage,historical cultural site featuring traditional malay architecture showcasing heritage kelantans old settlement heritage culture architecture kelantan heritage culture architecture kelantan heritage culture architecture kelantan culture heritage culture heritage ,historical cultural site featuring traditional malay architecture showcasing heritage kelantans old settlement heritage culture architecture kelantan culture heritage
216,217,Floating Market Sri Tanjung Tumpat,A lively floating market where local vendors sell traditional Kelantanese food and crafts from boats.,"market, culture, local food, kelantan",Festivals & Performances,Tumpat,Kelantan,1,2,8 AM - 5.00 PM,Friday â€“ Saturday,Sunday â€“ Thursday,4.4,HO214,Floating Market Sri Tanjung Tumpat,012-988 9696,https://www.facebook.com/sritanjungislandresort/?locale=ms_MY,,,Paid,lively floating market local vendor sell traditional kelantanese food craft boat,market culture local food kelantan,festival performance,lively floating market local vendor sell traditional kelantanese food craft boat market culture local food kelantan market culture local food kelantan market culture local food kelantan festival performance festival performance ,lively floating market local vendor sell traditional kelantanese food craft boat market culture local food kelantan festival performance
217,218,Kak Yah Budu Tempayan,Home of the famous traditional Kelantanese â€œbuduâ€ (fermented anchovy sauce) made in clay jars for authentic flavor.,"food, local product, budu, kelantan",Food & Culinary,Tumpat,Kelantan,5.8,11,8.30 AM - 7.15 PM,Daily,Not mentioned,4.6,HO215,Kakyah,011-1063 7360,Not Available,,,Paid,home famous traditional kelantanese budu fermented anchovy sauce made clay jar authentic flavor,food local product budu kelantan,food culinary,home famous traditional kelantanese budu fermented anchovy sauce made clay jar authentic flavor food local product budu kelantan food local product budu kelantan food local product budu kelantan food culinary food culinary ,home famous traditional kelantanese budu fermented anchovy sauce made clay jar authentic flavor food local product budu kelantan food culinary
